strain	cluster
USA/WA-UW-22021798942/2022	1656
USA/WA-CDC-LC0555732/2022	1657
USA/WA-CDC-LC0499782/2022	1658
USA/WA-PHL-009920/2021	1659
USA/WA-CDC-LC0521015/2022	1660
USA/WA-PHL-008364/2021	1661
USA/WA-CDC-UW21122871442/2021	1662
USA/WA-S17648/2022	1663
USA/WA-PHL-008007/2021	1664
USA/WA-PHL-008026/2021	1665
USA/WA-CDC-UW21121130389/2021	1666
USA/WA-UW-22021778329/2022	1667
USA/WA-CDC-UW22022580963/2022	1667
USA/WA-CDC-UW21121663971/2021	1668
USA/WA-PHL-009604/2021	1668
USA/WA-S17001/2022	1669
USA/WA-UW-21122390081/2021	1670
USA/WA-S15861/2021	1671
USA/WA-CDC-UW21123146519/2021	1672
USA/WA-CDC-UW21123161162/2021	1673
USA/WA-CDC-UW22010424655/2022	1673
USA/WA-UW-22011044287/2022	1674
USA/WA-S18216/2022	1675
USA/WA-S18147/2022	1676
USA/WA-S16526/2021	1677
USA/WA-CDC-UW22022344415/2022	1678
USA/WA-CDC-LC0526062/2022	1679
USA/WA-CDC-UW22030137840/2022	1680
USA/WA-CDC-UW22030175293/2022	1680
USA/WA-PHL-016080/2022	1681
USA/WA-CDC-UW22021584850/2022	1682
USA/WA-UW-22022145831/2022	1682
USA/WA-CDC-UW22030489938/2022	1683
USA/WA-CDC-UW22022826005/2022	1683
USA/WA-CDC-UW22020804909/2022	1684
USA/WA-CDC-UW22020991758/2022	1685
USA/WA-S16902/2022	1686
USA/WA-S16940/2022	1686
USA/WA-S16794/2022	1686
USA/WA-S16612/2022	1686
USA/WA-S16622/2022	1687
USA/WA-S16617/2022	1688
USA/WA-CDC-UW22021202420/2022	1689
USA/WA-S17684/2022	1690
USA/WA-S17970/2022	1691
USA/WA-CDC-UW22022830442/2022	1692
USA/WA-CDC-UW22020715899/2022	1693
USA/WA-UW-22021204754/2022	1694
USA/WA-UW-22021256869/2022	1694
USA/WA-CDC-UW22030421973/2022	1695
USA/WA-CDC-UW22022533311/2022	1696
USA/WA-CDC-UW22030398471/2022	1696
USA/WA-CDC-UW22022844439/2022	1697
USA/WA-CDC-UW22021404832/2022	1697
USA/WA-CDC-UW22022813243/2022	1698
USA/WA-S19302/2021	1699
USA/WA-CDC-LC0551504/2022	1700
USA/WA-PHL-010827/2022	1701
USA/WA-CDC-UW21123166178/2021	1702
USA/WA-CDC-UW22010245335/2022	1703
USA/WA-CDC-LC0499687/2022	1704
USA/WA-S18085/2022	1704
USA/WA-S18091/2022	1705
USA/WA-S18392/2022	1706
USA/WA-CDC-ASC210544403/2022	1707
USA/WA-CDC-UW22020820489/2022	1708
USA/WA-UW-22020876175/2022	1709
USA/WA-S19208/2022	1710
USA/WA-S18981/2022	1711
